Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
2617,Henry IV,6,4.4.27,SIR MICHAEL,"Of gallant warriors, noble gentlemen."
2618,Henry IV,7,4.4.28,ARCHBISHOP OF YORK,And so there is: but yet the king hath drawn
2619,Henry IV,7,4.4.29,ARCHBISHOP OF YORK,The special head of all the land together:
2620,Henry IV,7,4.4.30,ARCHBISHOP OF YORK,"The Prince of Wales, Lord John of Lancaster,"
2621,Henry IV,7,4.4.31,ARCHBISHOP OF YORK,"The noble Westmoreland and warlike Blunt,"
2622,Henry IV,7,4.4.32,ARCHBISHOP OF YORK,And moe corrivals and dear men
2623,Henry IV,7,4.4.33,ARCHBISHOP OF YORK,Of estimation and command in arms.
2624,Henry IV,8,4.4.34,SIR MICHAEL,"Doubt not, my lord, they shall be well opposed."
2625,Henry IV,9,4.4.35,ARCHBISHOP OF YORK,"I hope no less, yet needful 'tis to fear,"
2626,Henry IV,9,4.4.36,ARCHBISHOP OF YORK,"And, to prevent the worst, Sir Michael, speed:"
2627,Henry IV,9,4.4.37,ARCHBISHOP OF YORK,"For if Lord Percy thrive not, ere the king"
2628,Henry IV,9,4.4.38,ARCHBISHOP OF YORK,"Dismiss his power, he means to visit us,"
2629,Henry IV,9,4.4.39,ARCHBISHOP OF YORK,"For he hath heard of our confederacy,"
2630,Henry IV,9,4.4.40,ARCHBISHOP OF YORK,And 'tis but wisdom to make strong against him:
2631,Henry IV,9,4.4.41,ARCHBISHOP OF YORK,Therefore make haste. I must go write again
2632,Henry IV,9,4.4.42,ARCHBISHOP OF YORK,"To other friends, and so farewell, Sir Michael."
2633,Henry IV,9,,ARCHBISHOP OF YORK,Exeunt
2634,Henry IV,9,,ARCHBISHOP OF YORK,ACT V
2635,Henry IV,9,,ARCHBISHOP OF YORK,SCENE I. KING HENRY IV's camp near Shrewsbury.
2636,Henry IV,9,,ARCHBISHOP OF YORK,"Enter KING HENRY, PRINCE HENRY, Lord John of  LANCASTER, EARL OF WESTMORELAND, SIR WALTER BLUNT, and FALSTAFF"
2637,Henry IV,1,5.1.1,KING HENRY IV,How bloodily the sun begins to peer
2638,Henry IV,1,5.1.2,KING HENRY IV,Above yon busky hill! the day looks pale
2639,Henry IV,1,5.1.3,KING HENRY IV,At his distemperature.
2640,Henry IV,2,5.1.4,PRINCE HENRY,The southern wind
2641,Henry IV,2,5.1.5,PRINCE HENRY,"Doth play the trumpet to his purposes,"
2642,Henry IV,2,5.1.6,PRINCE HENRY,And by his hollow whistling in the leaves
2643,Henry IV,2,5.1.7,PRINCE HENRY,Foretells a tempest and a blustering day.
2644,Henry IV,3,5.1.8,KING HENRY IV,"Then with the losers let it sympathize,"
2645,Henry IV,3,5.1.9,KING HENRY IV,For nothing can seem foul to those that win.
2646,Henry IV,3,,KING HENRY IV,The trumpet sounds
2647,Henry IV,3,,KING HENRY IV,Enter WORCESTER and VERNON
2648,Henry IV,3,5.1.10,KING HENRY IV,"How now, my Lord of Worcester! 'tis not well"
2649,Henry IV,3,5.1.11,KING HENRY IV,That you and I should meet upon such terms
2650,Henry IV,3,5.1.12,KING HENRY IV,"As now we meet. You have deceived our trust,"
2651,Henry IV,3,5.1.13,KING HENRY IV,"And made us doff our easy robes of peace,"
2652,Henry IV,3,5.1.14,KING HENRY IV,To crush our old limbs in ungentle steel:
2653,Henry IV,3,5.1.15,KING HENRY IV,"This is not well, my lord, this is not well."
2654,Henry IV,3,5.1.16,KING HENRY IV,What say you to it? will you again unknit
2655,Henry IV,3,5.1.17,KING HENRY IV,This curlish knot of all-abhorred war?
2656,Henry IV,3,5.1.18,KING HENRY IV,And move in that obedient orb again
2657,Henry IV,3,5.1.19,KING HENRY IV,"Where you did give a fair and natural light,"
2658,Henry IV,3,5.1.20,KING HENRY IV,"And be no more an exhaled meteor,"
2659,Henry IV,3,5.1.21,KING HENRY IV,A prodigy of fear and a portent
2660,Henry IV,3,5.1.22,KING HENRY IV,Of broached mischief to the unborn times?
2661,Henry IV,4,5.1.23,EARL OF WORCESTER,"Hear me, my liege:"
2662,Henry IV,4,5.1.24,EARL OF WORCESTER,"For mine own part, I could be well content"
2663,Henry IV,4,5.1.25,EARL OF WORCESTER,To entertain the lag-end of my life
2664,Henry IV,4,5.1.26,EARL OF WORCESTER,"With quiet hours, for I do protest,"
2665,Henry IV,4,5.1.27,EARL OF WORCESTER,I have not sought the day of this dislike.
2666,Henry IV,5,5.1.28,KING HENRY IV,"You have not sought it! how comes it, then?"
2667,Henry IV,6,5.1.29,FALSTAFF,"Rebellion lay in his way, and he found it."
2668,Henry IV,7,5.1.30,PRINCE HENRY,"Peace, chewet, peace!"
2669,Henry IV,8,5.1.31,EARL OF WORCESTER,It pleased your majesty to turn your looks
2670,Henry IV,8,5.1.32,EARL OF WORCESTER,"Of favour from myself and all our house,"
2671,Henry IV,8,5.1.33,EARL OF WORCESTER,"And yet I must remember you, my lord,"
2672,Henry IV,8,5.1.34,EARL OF WORCESTER,We were the first and dearest of your friends.
2673,Henry IV,8,5.1.35,EARL OF WORCESTER,For you my staff of office did I break
2674,Henry IV,8,5.1.36,EARL OF WORCESTER,"In Richard's time, and posted day and night"
2675,Henry IV,8,5.1.37,EARL OF WORCESTER,"to meet you on the way, and kiss your hand,"
2676,Henry IV,8,5.1.38,EARL OF WORCESTER,When yet you were in place and in account
2677,Henry IV,8,5.1.39,EARL OF WORCESTER,Nothing so strong and fortunate as I.
2678,Henry IV,8,5.1.40,EARL OF WORCESTER,"It was myself, my brother and his son,"
2679,Henry IV,8,5.1.41,EARL OF WORCESTER,That brought you home and boldly did outdare
2680,Henry IV,8,5.1.42,EARL OF WORCESTER,"The dangers of the time. You swore to us,"
2681,Henry IV,8,5.1.43,EARL OF WORCESTER,"And you did swear that oath at Doncaster,"
2682,Henry IV,8,5.1.44,EARL OF WORCESTER,"That you did nothing purpose 'gainst the state,"
2683,Henry IV,8,5.1.45,EARL OF WORCESTER,"Nor claim no further than your new-fall'n right,"
2684,Henry IV,8,5.1.46,EARL OF WORCESTER,"The seat of Gaunt, dukedom of Lancaster:"
2685,Henry IV,8,5.1.47,EARL OF WORCESTER,To this we swore our aid. But in short space
2686,Henry IV,8,5.1.48,EARL OF WORCESTER,"It rain'd down fortune showering on your head,"
2687,Henry IV,8,5.1.49,EARL OF WORCESTER,"And such a flood of greatness fell on you,"
2688,Henry IV,8,5.1.50,EARL OF WORCESTER,"What with our help, what with the absent king,"
2689,Henry IV,8,5.1.51,EARL OF WORCESTER,"What with the injuries of a wanton time,"
2690,Henry IV,8,5.1.52,EARL OF WORCESTER,"The seeming sufferances that you had borne,"
2691,Henry IV,8,5.1.53,EARL OF WORCESTER,And the contrarious winds that held the king
2692,Henry IV,8,5.1.54,EARL OF WORCESTER,So long in his unlucky Irish wars
2693,Henry IV,8,5.1.55,EARL OF WORCESTER,That all in England did repute him dead:
2694,Henry IV,8,5.1.56,EARL OF WORCESTER,And from this swarm of fair advantages
2695,Henry IV,8,5.1.57,EARL OF WORCESTER,You took occasion to be quickly woo'd
2696,Henry IV,8,5.1.58,EARL OF WORCESTER,"To gripe the general sway into your hand,"
2697,Henry IV,8,5.1.59,EARL OF WORCESTER,"Forget your oath to us at Doncaster,"
2698,Henry IV,8,5.1.60,EARL OF WORCESTER,And being fed by us you used us so
2699,Henry IV,8,5.1.61,EARL OF WORCESTER,"As that ungentle hull, the cuckoo's bird,"
2700,Henry IV,8,5.1.62,EARL OF WORCESTER,"Useth the sparrow, did oppress our nest,"
2701,Henry IV,8,5.1.63,EARL OF WORCESTER,Grew by our feeding to so great a bulk
2702,Henry IV,8,5.1.64,EARL OF WORCESTER,That even our love durst not come near your sight
2703,Henry IV,8,5.1.65,EARL OF WORCESTER,"For fear of swallowing, but with nimble wing"
2704,Henry IV,8,5.1.66,EARL OF WORCESTER,"We were enforced, for safety sake, to fly"
2705,Henry IV,8,5.1.67,EARL OF WORCESTER,"Out of sight and raise this present head,"
2706,Henry IV,8,5.1.68,EARL OF WORCESTER,Whereby we stand opposed by such means
2707,Henry IV,8,5.1.69,EARL OF WORCESTER,As you yourself have forged against yourself
2708,Henry IV,8,5.1.70,EARL OF WORCESTER,"By unkind usage, dangerous countenance,"
2709,Henry IV,8,5.1.71,EARL OF WORCESTER,And violation of all faith and troth
2710,Henry IV,8,5.1.72,EARL OF WORCESTER,Sworn to us in your younger enterprise.
2711,Henry IV,9,5.1.73,KING HENRY IV,"These things indeed you have articulate,"
2712,Henry IV,9,5.1.74,KING HENRY IV,"Proclaim'd at market-crosses, read in churches,"
2713,Henry IV,9,5.1.75,KING HENRY IV,To face the garment of rebellion
2714,Henry IV,9,5.1.76,KING HENRY IV,With some fine colour that may please the eye
2715,Henry IV,9,5.1.77,KING HENRY IV,"Of fickle changelings and poor discontents,"
2716,Henry IV,9,5.1.78,KING HENRY IV,Which gape and rub the elbow at the news
2717,Henry IV,9,5.1.79,KING HENRY IV,Of hurlyburly innovation:
2718,Henry IV,9,5.1.80,KING HENRY IV,And never yet did insurrection want
2719,Henry IV,9,5.1.81,KING HENRY IV,"Such water-colours to impaint his cause,"
2720,Henry IV,9,5.1.82,KING HENRY IV,"Nor moody beggars, starving for a time"
2721,Henry IV,9,5.1.83,KING HENRY IV,Of pellmell havoc and confusion.
2722,Henry IV,10,5.1.84,PRINCE HENRY,In both your armies there is many a soul
2723,Henry IV,10,5.1.85,PRINCE HENRY,"Shall pay full dearly for this encounter,"
2724,Henry IV,10,5.1.86,PRINCE HENRY,"If once they join in trial. Tell your nephew,"
2725,Henry IV,10,5.1.87,PRINCE HENRY,The Prince of Wales doth join with all the world
2726,Henry IV,10,5.1.88,PRINCE HENRY,"In praise of Henry Percy: by my hopes,"
2727,Henry IV,10,5.1.89,PRINCE HENRY,"This present enterprise set off his head,"
2728,Henry IV,10,5.1.90,PRINCE HENRY,"I do not think a braver gentleman,"
2729,Henry IV,10,5.1.91,PRINCE HENRY,"More active-valiant or more valiant-young,"
2730,Henry IV,10,5.1.92,PRINCE HENRY,"More daring or more bold, is now alive"
2731,Henry IV,10,5.1.93,PRINCE HENRY,To grace this latter age with noble deeds.
2732,Henry IV,10,5.1.94,PRINCE HENRY,"For my part, I may speak it to my shame,"
2733,Henry IV,10,5.1.95,PRINCE HENRY,"I have a truant been to chivalry,"
2734,Henry IV,10,5.1.96,PRINCE HENRY,"And so I hear he doth account me too,"
2735,Henry IV,10,5.1.97,PRINCE HENRY,Yet this before my father's majesty--
2736,Henry IV,10,5.1.98,PRINCE HENRY,I am content that he shall take the odds
2737,Henry IV,10,5.1.99,PRINCE HENRY,"Of his great name and estimation,"
2738,Henry IV,10,5.1.100,PRINCE HENRY,"And will, to save the blood on either side,"
2739,Henry IV,10,5.1.101,PRINCE HENRY,Try fortune with him in a single fight.
2740,Henry IV,11,5.1.102,KING HENRY IV,"And, Prince of Wales, so dare we venture thee,"
2741,Henry IV,11,5.1.103,KING HENRY IV,Albeit considerations infinite
2742,Henry IV,11,5.1.104,KING HENRY IV,"Do make against it. No, good Worcester, no,"
2743,Henry IV,11,5.1.105,KING HENRY IV,"We love our people well, even those we love"
2744,Henry IV,11,5.1.106,KING HENRY IV,"That are misled upon your cousin's part,"
2745,Henry IV,11,5.1.107,KING HENRY IV,"And, will they take the offer of our grace,"
2746,Henry IV,11,5.1.108,KING HENRY IV,"Both he and they and you, every man"
2747,Henry IV,11,5.1.109,KING HENRY IV,Shall be my friend again and I'll be his:
2748,Henry IV,11,5.1.110,KING HENRY IV,"So tell your cousin, and bring me word"
2749,Henry IV,11,5.1.111,KING HENRY IV,"What he will do: but if he will not yield,"
2750,Henry IV,11,5.1.112,KING HENRY IV,Rebuke and dread correction wait on us
2751,Henry IV,11,5.1.113,KING HENRY IV,"And they shall do their office. So, be gone,"
2752,Henry IV,11,5.1.114,KING HENRY IV,We will not now be troubled with reply:
2753,Henry IV,11,5.1.115,KING HENRY IV,"We offer fair, take it advisedly."
2754,Henry IV,11,,KING HENRY IV,Exeunt WORCESTER and VERNON
2755,Henry IV,12,5.1.116,PRINCE HENRY,"It will not be accepted, on my life:"
2756,Henry IV,12,5.1.117,PRINCE HENRY,The Douglas and the Hotspur both together
2757,Henry IV,12,5.1.118,PRINCE HENRY,Are confident against the world in arms.
2758,Henry IV,13,5.1.119,KING HENRY IV,"Hence, therefore, every leader to his charge,"
2759,Henry IV,13,5.1.120,KING HENRY IV,"For, on their answer, will we set on them:"
2760,Henry IV,13,5.1.121,KING HENRY IV,"And God befriend us, as our cause is just!"
2761,Henry IV,13,,KING HENRY IV,Exeunt all but PRINCE HENRY and FALSTAFF
2762,Henry IV,14,5.1.122,FALSTAFF,"Hal, if thou see me down in the battle and bestride"
2763,Henry IV,14,5.1.123,FALSTAFF,"me, so, 'tis a point of friendship."
2764,Henry IV,15,5.1.124,PRINCE HENRY,Nothing but a colossus can do thee that friendship.
2765,Henry IV,15,5.1.125,PRINCE HENRY,"Say thy prayers, and farewell."
2766,Henry IV,16,5.1.126,FALSTAFF,"I  would 'twere bed-time, Hal, and all well."
2767,Henry IV,17,5.1.127,PRINCE HENRY,"Why, thou owest God a death."
2768,Henry IV,17,,PRINCE HENRY,Exit PRINCE HENRY
2769,Henry IV,18,5.1.128,FALSTAFF,"'Tis not due yet, I would be loath to pay him before"
2770,Henry IV,18,5.1.129,FALSTAFF,his day. What need I be so forward with him that
2771,Henry IV,18,5.1.130,FALSTAFF,"calls not on me? Well, 'tis no matter, honour pricks"
2772,Henry IV,18,5.1.131,FALSTAFF,"me on. Yea, but how if honour prick me off when I"
2773,Henry IV,18,5.1.132,FALSTAFF,come on? how then? Can honour set to a leg? no: or
2774,Henry IV,18,5.1.133,FALSTAFF,an arm? no: or take away the grief of a wound? no.
2775,Henry IV,18,5.1.134,FALSTAFF,"Honour hath no skill in surgery, then? no. What is"
2776,Henry IV,18,5.1.135,FALSTAFF,honour? a word. What is in that word honour? what
2777,Henry IV,18,5.1.136,FALSTAFF,is that honour? air. A trim reckoning! Who hath it?
2778,Henry IV,18,5.1.137,FALSTAFF,he that died o' Wednesday. Doth he feel it? no.
2779,Henry IV,18,5.1.138,FALSTAFF,"Doth he hear it? no. 'Tis insensible, then. Yea,"
2780,Henry IV,18,5.1.139,FALSTAFF,to the dead. But will it not live with the living?
2781,Henry IV,18,5.1.140,FALSTAFF,no. Why? detraction will not suffer it. Therefore
2782,Henry IV,18,5.1.141,FALSTAFF,I'll none of it. Honour is a mere scutcheon: and so
2783,Henry IV,18,5.1.142,FALSTAFF,ends my catechism.
2784,Henry IV,18,,FALSTAFF,Exit
2785,Henry IV,18,,FALSTAFF,SCENE II. The rebel camp.
2786,Henry IV,18,,FALSTAFF,Enter WORCESTER and VERNON
2787,Henry IV,1,5.2.1,EARL OF WORCESTER,"O, no, my nephew must not know, Sir Richard,"
2788,Henry IV,1,5.2.2,EARL OF WORCESTER,The liberal and kind offer of the king.
2789,Henry IV,2,5.2.3,VERNON,'Twere best he did.
2790,Henry IV,3,5.2.4,EARL OF WORCESTER,Then are we all undone.
2791,Henry IV,3,5.2.5,EARL OF WORCESTER,"It is not possible, it cannot be,"
2792,Henry IV,3,5.2.6,EARL OF WORCESTER,"The king should keep his word in loving us,"
2793,Henry IV,3,5.2.7,EARL OF WORCESTER,He will suspect us still and find a time
2794,Henry IV,3,5.2.8,EARL OF WORCESTER,To punish this offence in other faults:
2795,Henry IV,3,5.2.9,EARL OF WORCESTER,"Suspicion all our lives shall be stuck full of eyes,"
2796,Henry IV,3,5.2.10,EARL OF WORCESTER,"For treason is but trusted like the fox,"
2797,Henry IV,3,5.2.11,EARL OF WORCESTER,"Who, ne'er so tame, so cherish'd and lock'd up,"
2798,Henry IV,3,5.2.12,EARL OF WORCESTER,Will have a wild trick of his ancestors.
2799,Henry IV,3,5.2.13,EARL OF WORCESTER,"Look how we can, or sad or merrily,"
2800,Henry IV,3,5.2.14,EARL OF WORCESTER,"Interpretation will misquote our looks,"
2801,Henry IV,3,5.2.15,EARL OF WORCESTER,"And we shall feed like oxen at a stall,"
2802,Henry IV,3,5.2.16,EARL OF WORCESTER,"The better cherish'd, still the nearer death."
2803,Henry IV,3,5.2.17,EARL OF WORCESTER,"My nephew's trespass may be well forgot,"
2804,Henry IV,3,5.2.18,EARL OF WORCESTER,"it hath the excuse of youth and heat of blood,"
2805,Henry IV,3,5.2.19,EARL OF WORCESTER,"And an adopted name of privilege,"
2806,Henry IV,3,5.2.20,EARL OF WORCESTER,"A hair-brain'd Hotspur, govern'd by a spleen:"
2807,Henry IV,3,5.2.21,EARL OF WORCESTER,All his offences live upon my head
2808,Henry IV,3,5.2.22,EARL OF WORCESTER,"And on his father's, we did train him on,"
2809,Henry IV,3,5.2.23,EARL OF WORCESTER,"And, his corruption being ta'en from us,"
2810,Henry IV,3,5.2.24,EARL OF WORCESTER,"We, as the spring of all, shall pay for all."
2811,Henry IV,3,5.2.25,EARL OF WORCESTER,"Therefore, good cousin, let not Harry know,"
2812,Henry IV,3,5.2.26,EARL OF WORCESTER,"In any case, the offer of the king."
2813,Henry IV,4,5.2.27,VERNON,"Deliver what you will, I'll say 'tis so."
2814,Henry IV,4,5.2.28,VERNON,Here comes your cousin.
2815,Henry IV,4,,VERNON,Enter HOTSPUR and DOUGLAS
2816,Henry IV,5,5.2.29,HOTSPUR,My uncle is return'd:
2817,Henry IV,5,5.2.30,HOTSPUR,Deliver up my Lord of Westmoreland.
2818,Henry IV,5,5.2.31,HOTSPUR,"Uncle, what news?"
2819,Henry IV,6,5.2.32,EARL OF WORCESTER,The king will bid you battle presently.
2820,Henry IV,7,5.2.33,EARL OF DOUGLAS,Defy him by the Lord of Westmoreland.
2821,Henry IV,8,5.2.34,HOTSPUR,"Lord Douglas, go you and tell him so."
2822,Henry IV,9,5.2.35,EARL OF DOUGLAS,"Marry, and shall, and very willingly."
2823,Henry IV,9,,EARL OF DOUGLAS,Exit
2824,Henry IV,10,5.2.36,EARL OF WORCESTER,There is no seeming mercy in the king.
2825,Henry IV,11,5.2.37,HOTSPUR,Did you beg any? God forbid!
2826,Henry IV,12,5.2.38,EARL OF WORCESTER,"I told him gently of our grievances,"
2827,Henry IV,12,5.2.39,EARL OF WORCESTER,"Of his oath-breaking, which he mended thus,"
2828,Henry IV,12,5.2.40,EARL OF WORCESTER,By now forswearing that he is forsworn:
2829,Henry IV,12,5.2.41,EARL OF WORCESTER,"He calls us rebels, traitors, and will scourge"
2830,Henry IV,12,5.2.42,EARL OF WORCESTER,With haughty arms this hateful name in us.
2831,Henry IV,12,,EARL OF WORCESTER,Re-enter the EARL OF DOUGLAS
2832,Henry IV,13,5.2.43,EARL OF DOUGLAS,"Arm, gentlemen, to arms! for I have thrown"
2833,Henry IV,13,5.2.44,EARL OF DOUGLAS,"A brave defiance in King Henry's teeth,"
2834,Henry IV,13,5.2.45,EARL OF DOUGLAS,"And Westmoreland, that was engaged, did bear it,"
2835,Henry IV,13,5.2.46,EARL OF DOUGLAS,Which cannot choose but bring him quickly on.
2836,Henry IV,14,5.2.47,EARL OF WORCESTER,"The Prince of Wales stepp'd forth before the king,"
2837,Henry IV,14,5.2.48,EARL OF WORCESTER,"And, nephew, challenged you to single fight."
2838,Henry IV,15,5.2.49,HOTSPUR,"O, would the quarrel lay upon our heads,"
2839,Henry IV,15,5.2.50,HOTSPUR,And that no man might draw short breath today
2840,Henry IV,15,5.2.51,HOTSPUR,"But I and Harry Monmouth! Tell me, tell me,"
2841,Henry IV,15,5.2.52,HOTSPUR,How show'd his tasking? seem'd it in contempt?
2842,Henry IV,16,5.2.53,VERNON,"No, by my soul, I never in my life"
2843,Henry IV,16,5.2.54,VERNON,"Did hear a challenge urged more modestly,"
2844,Henry IV,16,5.2.55,VERNON,Unless a brother should a brother dare
2845,Henry IV,16,5.2.56,VERNON,To gentle exercise and proof of arms.
2846,Henry IV,16,5.2.57,VERNON,"He gave you all the duties of a man,"
2847,Henry IV,16,5.2.58,VERNON,"Trimm'd up your praises with a princely tongue,"
2848,Henry IV,16,5.2.59,VERNON,"Spoke to your deservings like a chronicle,"
2849,Henry IV,16,5.2.60,VERNON,Making you ever better than his praise
2850,Henry IV,16,5.2.61,VERNON,"By still dispraising praise valued in you,"
2851,Henry IV,16,5.2.62,VERNON,"And, which became him like a prince indeed,"
2852,Henry IV,16,5.2.63,VERNON,"He made a blushing cital of himself,"
2853,Henry IV,16,5.2.64,VERNON,And chid his truant youth with such a grace
2854,Henry IV,16,5.2.65,VERNON,As if he master'd there a double spirit.
2855,Henry IV,16,5.2.66,VERNON,Of teaching and of learning instantly.
2856,Henry IV,16,5.2.67,VERNON,"There did he pause: but let me tell the world,"
2857,Henry IV,16,5.2.68,VERNON,"If he outlive the envy of this day,"
2858,Henry IV,16,5.2.69,VERNON,"England did never owe so sweet a hope,"
2859,Henry IV,16,5.2.70,VERNON,So much misconstrued in his wantonness.
2860,Henry IV,17,5.2.71,HOTSPUR,"Cousin, I think thou art enamoured"
2861,Henry IV,17,5.2.72,HOTSPUR,On his follies: never did I hear
2862,Henry IV,17,5.2.73,HOTSPUR,Of any prince so wild a libertine.
2863,Henry IV,17,5.2.74,HOTSPUR,"But be he as he will, yet once ere night"
2864,Henry IV,17,5.2.75,HOTSPUR,"I will embrace him with a soldier's arm,"
2865,Henry IV,17,5.2.76,HOTSPUR,That he shall shrink under my courtesy.
2866,Henry IV,17,5.2.77,HOTSPUR,"Arm, arm with speed: and, fellows, soldiers, friends,"
2867,Henry IV,17,5.2.78,HOTSPUR,Better consider what you have to do
2868,Henry IV,17,5.2.79,HOTSPUR,"Than I, that have not well the gift of tongue,"
2869,Henry IV,17,5.2.80,HOTSPUR,Can lift your blood up with persuasion.
2870,Henry IV,17,,HOTSPUR,Enter a Messenger
2871,Henry IV,18,5.2.81,Messenger,"My lord, here are letters for you."
2872,Henry IV,19,5.2.82,HOTSPUR,I cannot read them now.
2873,Henry IV,19,5.2.83,HOTSPUR,"O gentlemen, the time of life is short!"
2874,Henry IV,19,5.2.84,HOTSPUR,"To spend that shortness basely were too long,"
2875,Henry IV,19,5.2.85,HOTSPUR,"If life did ride upon a dial's point,"
2876,Henry IV,19,5.2.86,HOTSPUR,Still ending at the arrival of an hour.
2877,Henry IV,19,5.2.87,HOTSPUR,"An if we live, we live to tread on kings,"
2878,Henry IV,19,5.2.88,HOTSPUR,"If die, brave death, when princes die with us!"
2879,Henry IV,19,5.2.89,HOTSPUR,"Now, for our consciences, the arms are fair,"
2880,Henry IV,19,5.2.90,HOTSPUR,When the intent of bearing them is just.
2881,Henry IV,19,,HOTSPUR,Enter another Messenger
2882,Henry IV,20,5.2.91,Messenger,"My lord, prepare, the king comes on apace."
2883,Henry IV,21,5.2.92,HOTSPUR,"I thank him, that he cuts me from my tale,"
2884,Henry IV,21,5.2.93,HOTSPUR,"For I profess not talking, only this--"
2885,Henry IV,21,5.2.94,HOTSPUR,Let each man do his best: and here draw I
2886,Henry IV,21,5.2.95,HOTSPUR,"A sword, whose temper I intend to stain"
2887,Henry IV,21,5.2.96,HOTSPUR,With the best blood that I can meet withal
2888,Henry IV,21,5.2.97,HOTSPUR,In the adventure of this perilous day.
2889,Henry IV,21,5.2.98,HOTSPUR,"Now, Esperance! Percy! and set on."
2890,Henry IV,21,5.2.99,HOTSPUR,"Sound all the lofty instruments of war,"
2891,Henry IV,21,5.2.100,HOTSPUR,"And by that music let us all embrace,"
2892,Henry IV,21,5.2.101,HOTSPUR,"For, heaven to earth, some of us never shall"
2893,Henry IV,21,5.2.102,HOTSPUR,A second time do such a courtesy.
2894,Henry IV,21,,HOTSPUR,"The trumpets sound. They embrace, and exeunt"
2895,Henry IV,21,,HOTSPUR,SCENE III. Plain between the camps.
2896,Henry IV,21,,HOTSPUR,KING HENRY enters with his power. Alarum to the battle. Then enter DOUGLAS and SIR WALTER BLUNT
2897,Henry IV,1,5.3.1,SIR WALTER BLUNT,"What is thy name, that in the battle thus"
2898,Henry IV,1,5.3.2,SIR WALTER BLUNT,Thou crossest me? what honour dost thou seek
2899,Henry IV,1,5.3.3,SIR WALTER BLUNT,Upon my head?
2900,Henry IV,2,5.3.4,EARL OF DOUGLAS,"Know then, my name is Douglas,"
2901,Henry IV,2,5.3.5,EARL OF DOUGLAS,And I do haunt thee in the battle thus
2902,Henry IV,2,5.3.6,EARL OF DOUGLAS,Because some tell me that thou art a king.
2903,Henry IV,3,5.3.7,SIR WALTER BLUNT,They tell thee true.
2904,Henry IV,4,5.3.8,EARL OF DOUGLAS,The Lord of Stafford dear to-day hath bought
2905,Henry IV,4,5.3.9,EARL OF DOUGLAS,"Thy likeness, for instead of thee, King Harry,"
2906,Henry IV,4,5.3.10,EARL OF DOUGLAS,"This sword hath ended him: so shall it thee,"
2907,Henry IV,4,5.3.11,EARL OF DOUGLAS,Unless thou yield thee as my prisoner.
2908,Henry IV,5,5.3.12,SIR WALTER BLUNT,"I was not born a yielder, thou proud Scot,"
2909,Henry IV,5,5.3.13,SIR WALTER BLUNT,And thou shalt find a king that will revenge
2910,Henry IV,5,5.3.14,SIR WALTER BLUNT,Lord Stafford's death.
2911,Henry IV,5,,SIR WALTER BLUNT,They fight. DOUGLAS kills SIR WALTER BLUNT. Enter HOTSPUR
2912,Henry IV,6,5.3.15,HOTSPUR,"O Douglas, hadst thou fought at Holmedon thus,"
2913,Henry IV,6,5.3.16,HOTSPUR,never had triumph'd upon a Scot.
2914,Henry IV,7,5.3.17,EARL OF DOUGLAS,"All's done, all's won, here breathless lies the king."
2915,Henry IV,8,5.3.18,HOTSPUR,Where?
2916,Henry IV,9,5.3.19,EARL OF DOUGLAS,Here.
2917,Henry IV,10,5.3.20,HOTSPUR,"This, Douglas? no: I know this face full well:"
2918,Henry IV,10,5.3.21,HOTSPUR,"A gallant knight he was, his name was Blunt,"
2919,Henry IV,10,5.3.22,HOTSPUR,Semblably furnish'd like the king himself.
2920,Henry IV,11,5.3.23,EARL OF DOUGLAS,"A fool go with thy soul, whither it goes!"
2921,Henry IV,11,5.3.24,EARL OF DOUGLAS,A borrow'd title hast thou bought too dear:
2922,Henry IV,11,5.3.25,EARL OF DOUGLAS,Why didst thou tell me that thou wert a king?
2923,Henry IV,12,5.3.26,HOTSPUR,The king hath many marching in his coats.
2924,Henry IV,13,5.3.27,EARL OF DOUGLAS,"Now, by my sword, I will kill all his coats,"
2925,Henry IV,13,5.3.28,EARL OF DOUGLAS,"I'll murder all his wardrobe, piece by piece,"
2926,Henry IV,13,5.3.29,EARL OF DOUGLAS,Until I meet the king.
2927,Henry IV,14,5.3.30,HOTSPUR,"Up, and away!"
2928,Henry IV,14,5.3.31,HOTSPUR,Our soldiers stand full fairly for the day.
2929,Henry IV,14,,HOTSPUR,Exeunt
2930,Henry IV,14,,HOTSPUR,"Alarum. Enter FALSTAFF, solus"
2931,Henry IV,15,5.3.32,FALSTAFF,"Though I could 'scape shot-free at London, I fear"
2932,Henry IV,15,5.3.33,FALSTAFF,"the shot here, here's no scoring but upon the pate."
2933,Henry IV,15,5.3.34,FALSTAFF,Soft! who are you? Sir Walter Blunt: there's honour
2934,Henry IV,15,5.3.35,FALSTAFF,for you! here's no vanity! I am as hot as moulten
2935,Henry IV,15,5.3.36,FALSTAFF,"lead, and as heavy too: God keep lead out of me! I"
2936,Henry IV,15,5.3.37,FALSTAFF,need no more weight than mine own bowels. I have
2937,Henry IV,15,5.3.38,FALSTAFF,led my ragamuffins where they are peppered: there's
2938,Henry IV,15,5.3.39,FALSTAFF,"not three of my hundred and fifty left alive, and"
2939,Henry IV,15,5.3.40,FALSTAFF,"they are for the town's end, to beg during life."
2940,Henry IV,15,5.3.41,FALSTAFF,But who comes here?
2941,Henry IV,15,,FALSTAFF,Enter PRINCE HENRY
